1,"Chamise
 
 Chamizo
 
 Adenostoma fasciculatum",Painting,"Chamise flowers in May and June, its branches tipped with plumes of tiny white flowers.
 
 Flores de chamizo en mayo y junio, sus ramas con pequeñas flores blancas como plumas en las puntas."
,,Herbarium sheet,"This specimen was collected in summer, during the long dry season. After months without water, the shrub’s small white flowers dry to a rusty brown.
 
 Este espécimen fue recolectado en verano durante la larga temporada seca. Después de meses sin agua, las pequeñas flores blancas del arbusto se resecan y se vuelven de un color marrón rojizo."
,,Living plant,"Chamise is a hardy plant. It can thrive in the rocky soils of California’s coastal slopes, and it recovers quickly from the wildfires that burn through these habitats.
 
 El chamizo es una planta resistente. Puede prosperar en los suelos rocosos de las laderas de la costa de California y se recupera rápidamente de los incendios naturales que ocurren en estos hábitats."
2,"Splendid Mariposa Lily
 
 Mariposa lirio de monte
 
 Calochortus splendens",Painting,"Delicate pink or lavender flowers seem to float like butterflies (mariposas in Spanish) on this lily’s thin stems.
 
 Delicadas flores rosas o lavanda parecen flotar como mariposas en los delgados tallos de este lirio."
,,Herbarium sheet,"This specimen was photographed before it was collected and preserved, documenting how its three petals form a bowl-shaped flower.
 
 Este espécimen fue fotografiado antes de ser recolectado y preservado, documentando cómo sus tres pétalos forman una flor en forma de tazón."
,,Living plant,"Colorful blooms attract bees, which gather this lily’s purple pollen as food for their larvae.
 
 Estas coloridas flores atraen a las abejas, las cuales recogen el polen violeta de este lirio para alimentar a sus larvas."
3,"Ramona-lilac
 
 Lila de Ramona
 
 Ceanothus tomentosus",Painting,"Many species of Ceanothus grow in southern California, bringing clouds of purple-blue to sunny coastal slopes in spring.
 
 Muchas especies de Ceanothus crecen en el sur de California, trayendo nubes de azul-púrpura a las soleadas laderas de la costa en la primavera."
,,Herbarium sheet,"This species gets its name from its leaves, which have fuzzy undersides. (The Latin word tomentose means “fuzzy”).
 
 Esta especie recibe su nombre por sus hojas, que tienen las partes inferiores velludas. (La palabra tomentosa que viene del latín significa “velluda”)."
,,Living plant,"If you’ve ever seen Garden Lilacs, you know they look a lot like these flowers. But a “Ramona-lilac” is not really a Lilac—it just has lilac-colored blooms.
 
 Si alguna vez viste a la lila común, sabes que se parece mucho a estas flores. Pero una “lila de Ramona” no es en realidad una lila—sólo tiene flores de color lila."
4,"Ropevine Clematis
 
 Barba de chivo
 
 Clematis pauciflora",Painting,"This vine extends delicate stems to climb up neighboring shrubs and into trees, sometimes reaching lengths of 20 feet or more.
 
 Esta enredadera extiende sus delicadas ramas trepándose a los arbustos y los árboles cercanos, alcanzando a veces alturas de veinte pies o más."
,,Herbarium sheet,"The long, feathery structures you can see on this specimen are called “styles.” Styles help the plant reproduce by transferring pollen down to the plant’s ovary, where fertilization happens.
 
 Las largas y plumosas estructuras que puedes ver en este espécimen son llamadas ""estilos"". Los estilos ayudan a la planta a reproducirse al transferir el polen al ovario de la planta donde ocurre la fertilización."
,,Living plant,"This plant’s flowers look like little powder puffs because each one has a cluster of up to 50 stamens, which produce the plant’s pollen. This increases a plant’s chances of reproducing.
 
 Las flores de esta planta parecen pequeñas nubecillas de polvo porque cada una tiene un grupo de hasta cincuenta estambres que producen el polen de la planta. Esto aumenta las probabilidades de reproducción de una planta."
5,"San Diego Sea Dahlia
 
 Dalia marítima de San Diego
 
 Leptosyne maritima",Painting,"These bold yellow flowers that grace the coastal bluffs at Torrey Pines State Natural Reserve belong to a rare relative of daisies and sunflowers.
 
 
 Estas llamativas flores amarillas que adornan los acantilados de la costa en la Reserva Natural Torrey Pines pertenecen a un pariente poco común de las margaritas y los girasoles."
,,Herbarium sheet,"This specimen was collected at Torrey Pines State Natural Reserve. Documenting the location of a rare plant such as this one helps us to protect and conserve its habitat.
 
 Este espécimen fue recolectado en la Reserva Natural Torrey Pines. Poder documentar la ubicación de una planta poco común como ésta nos ayuda a proteger y preservar su hábitat."
,,Living plant,"This plant is extremely rare. It grows along southern coastal areas of San Diego County and northern Baja California—but nowhere else in the world.
 
 Esta planta es extremadamente poco común. Crece a lo largo de las zonas costeras del condado de San Diego y el norte de Baja California, pero en ninguna otra parte del mundo."
6,"California Poppy
 
 Amapola amarilla
 
 Eschscholzia californica",Painting,"Designated as the California state flower in 1903, these glorious yellow-to-orange blooms grow wild in nearly every county in the state.
 
 Nombrada flor estatal de California en 1903, estas gloriosas flores con colores entre amarillo y naranja crecen naturalmente en casi todos los condados del estado."
,,Herbarium sheet,"One of the flowers on this specimen is open; the rest are closed. A California Poppy opens in the daylight and closes again at sunset.
 
 Una de las flores de este espécimen está abierta; las demás estan cerradas. Una amapola amarilla se abre con la luz del día y se cierra otra vez al atardecer."
,,Living plant,"Long before this flower became a California state symbol, early Spanish settlers called it copa de oro (“cup of gold”).
 
 Mucho antes de que esta flor llegara a ser un símbolo del estado de California, los colonizadores españoles la llamaban “copa de oro”."
7,"Toyon
 
 Tollón
 
 Heteromeles arbutifolia",Painting,"Late summer brings clusters of white or cream-colored flowers to this plant. In fall, bright red berries appear, providing food for wildlife through the winter.
 
 El final del verano trae racimos de flores blancas o color crema a esta planta. En el otoño, aparecen bayas de color rojo brillante que proveen el alimento para la vida animal a lo largo del invierno."
,,Herbarium sheet,"This specimen was collected in June, when the plant was in bloom. Its small flowers might not look like roses, but Toyon is a member of the rose family.
 
 Este espécimen fue recolectado en junio cuando la planta estaba en flor. Aunque por sus pequeñas flores no lo parezca, el tollón es un miembro de la familia de las rosas."
,,Living plant,"Toyon is also known as “Christmas Berry.” Its red berries appear in winter, and many Californians use the plant in holiday decorations because it looks like traditional English Holly.
 
 Al tollón también se lo conoce como “baya de Navidad”. Sus bayas rojas aparecen en invierno, y muchos californianos usan la planta en decoraciones durante las fiestas navideñas porque se parece al tradicional acebo."
8,"San Diego Sweet Pea
 
 Chícharo
 
 Lathyrus vestitus var. alefeldii",Painting,"Delicate coiling tendrils twine around supporting structures and other plants, helping the San Diego Sweet Pea vine to climb.
 
 Delicados zarcillos enrollados se enroscan a las estructuras vecinas y otras plantas, ayudando así a trepar a la enredadera chícharo."
,,Herbarium sheet,"San Diego Sweet Pea is a legume: its fruit grows as a pod that holds its seeds. You can see the preserved pods on lower-left side of this specimen.
 
 El chícharo es una planta leguminosa: su fruto crece como una vaina que aloja sus semillas. Puedes ver las vainas preservadas en el lado inferior-izquierdo de este espécimen."
,,Living plant,"San Diego Sweet Pea is a true southern California native. You’ll spot its deep pink blooms almost nowhere else in the world.
 
 El chícharo es una planta genuinamente nativa al sur de California. No podrás detectar sus flores color rosa profundo en casi ninguna otra parte del mundo."
9,"Chaparral Mallow
 
 Malvia
 
 Malacothamnus fasciculatus",Painting,"Delicate flowers on tall stalks appear in spring and can last for months, bringing welcome color to the dry landscape of a southern California summer.
 
 Delicadas flores en altos tallos aparecen en la primavera y pueden durar meses, lo cual confiere un agradable color al paisaje árido de un verano en el sur de California."
,,Herbarium sheet,"Look closely to see fine hairs on this plant’s leaves and stems. The hairs hold moist air near the plant’s surface, preventing it from drying out. In southern California, drought is common—and so are hairy leaves on plants.
 
 Mira con atención para ver los delicados vellos en las hojas y tallos de esta planta. Los vellos retienen el aire húmedo cerca de la superficie de la planta, evitando que se reseque. En el sur de California, la sequía es común—y también lo son las plantas con hojas velludas."
,,Living plant,"You might not see these mallow blooms for years. The plant’s seeds lie dormant in the soil for years, typically sprouting after a wildfire.
 
 Es posible que no veas a estas flores de la malvia durante años. Las semillas de la planta yacen latentes en la tierra por años, brotando típicamente después de un incendio natural."
10,"Coast Prickly-pear
 
 Nopal
 
 Opuntia littoralis",Painting,"This cactus’s orange or yellow flowers bloom in spring, producing juicy red fruits in summer. These fruits aren’t really “pears,” but they are prickly: remove the sharp spines before you eat one.
 
 Las flores naranjas o amarillas de este cactus florecen en la primavera y producen jugosas frutas rojas en el verano. Estas frutas no son en realidad “peras” como lo indica su nombre en inglés, pero son espinosas: quítales las agudas espinas antes de comerlas."
,,Herbarium sheet,"You may have noticed nopale or nopalito on the menu in a Mexican restaurant. It’s the flat, fleshy, paddle-like stem of a prickly-pear cactus. It’s edible after the needle-sharp spines are removed and the plant has been boiled.
 
 Posiblemente hayas visto “nopal” o “nopalito” en el menú de un restaurante mexicano. Es el tallo liso y carnoso de un nopal que se asemeja a una raqueta. Se puede comer después que se hayan quitado las espinas filosas como agujas y la planta haya sido hervida."
,,Living plant,"Dense clumps of this cactus grow on southern California’s coastal and inland hillsides, creating habitat for rodents, birds, and reptiles.
 
 Las densas matas de este cactus crecen en las laderas de la costa y el interior del sur de California, creando un hábitat para los roedores, pájaros y reptiles."
11,"Large-flowered Phacelia
 
 Phacelia de flores grandes
 
 Phacelia grandiflora",Painting,"Purple or lavender flowers with darker purple stripes cluster on sturdy stalks that can grow up to three feet tall.
 
 Flores púrpuras o violetas con rayas púrpuras más oscuras se agrupan en tallos robustos que pueden crecer hasta una altura de tres pies."
,,Herbarium sheet,"Zoom in close to see the tiny hairs on the stem and leaves of this specimen. They can cause a rash if you handle them. So it’s best to enjoy this attractive plant by looking, not touching.
 
 Acércate para ver los pequeños vellos sobre el tallo y las hojas de este espécimen. Pueden provocar sarpullidos si los tocas, así que es mejor que disfrutes de esta atractiva planta observándola sin tocarla."
,,Living plant,"This plant is a “fire-follower:” its seeds need a fire’s heat in order to sprout. The spring after a wildfire, southern California’s hillsides can be purple with flowers that haven’t bloomed in many years.
 
 Esta planta es una “seguidora de incendios”: sus semillas necesitan el calor de un incendio para brotar. En la primavera después de un incendio natural, las laderas del sur de California pueden verse púrpuras con flores que no han brotado en muchos años."
12,"Lemonadeberry
 
 Saladito
 
 Rhus integrifolia",Painting,"Clusters of flowers turn into tiny reddish fruits coated with a sticky, lemon-flavored residue. Earlier generations of southern California’s native people soaked the fruits in water to make a tart drink.
 
 Racimos de flores se convierten en pequeños frutos rojizos cubiertos de un residuo pegajoso con sabor a limón. Anteriores generaciones de los nativos del sur de California remojaban los frutos en agua para hacer una bebida agria."
,,Herbarium sheet,"Collecting a plant when it is in bloom, like this specimen, helps scientists understand when different species flower. Unlike many plants, Lemonadeberry flowers in winter, not spring. This specimen was collected in January.
 
 Recolectar una planta cuando está en flor, como este espécimen, les ayuda a entender a los científicos cuándo florecen las diferentes especies. A diferencia de muchas plantas, el saladito florece en invierno, no en primavera. Este espécimen fue recolectado en enero."
,,Living plant,"The glossy finish on this plant’s thick leaves comes from a waxy coating that holds in moisture, protecting the leaves from withering during a dry spell.
 
 La superficie lustrosa de las gruesas hojas de esta planta proviene de una capa cerosa que retiene la humedad, protegiendo así a las hojas para que no se marchiten durante un período seco."
13,"Blue Elderberry
 
 Saúco mexicano
 
 Sambucus nigra ssp. caerulea",Painting,"Summer’s frothy white flowers produce blue-black berries that are food for birds and squirrels.
 
 Las espumosas flores blancas del verano producen bayas azul-negruzcas que son alimento para los pájaros y las ardillas."
,,Herbarium sheet,"On the specimen label, this plant is identified with a different name, Sambucus mexicana. Scientists might change a plant’s name if they learn new information about how it is related to other plants.
 
 En el rótulo de especímenes, a esta planta se la identifica con un nombre diferente, Sambucus mexicana. Los científicos pueden cambiar el nombre de una planta si descubren nueva información acerca de la relación que una planta tiene con otras."
,,Living plant,"Blue Elderberry loses its leaves during southern California’s dry summers. Winter rains bring new leaves, and spring brings flowers.
 
 El saúco pierde sus hojas durante los secos veranos del sur de California. Las lluvias de invierno traen hojas nuevas, y la primavera trae flores."
14,"Wild Hyacinth
 
 Coveria
 
 Dichelostemma capitatum ssp. capitatum",Painting,"Clusters of bell-shaped purple or blue flowers top a Wild Hyacinth’s tall, bare stems above slender leaves.
 
 
 Grupos de flores de color púrpura en forma de campana coronan los altos y desnudos tallos de una coveria que se alzan sobre delgadas hojas."
,,Herbarium sheet,"Wild Hyacinth stems can grow several feet tall. The stems of this preserved specimen are folded in order to fit on a sheet of paper.
 
 Los tallos de la coveria pueden crecer hasta una altura de varios pies. Los tallos de este espécimen preservado están doblados para poder caber en una hoja de papel."
,,Living plant,"Wild Hyacinth thrives after a wildfire, when the landscape is open and sunny—and there are few other plants competing for nutrients.
 
 La coveria prospera después de un incendio natural cuando el paisaje está abierto y soleado, y cuando hay pocas otras plantas que compiten por los nutrientes."
15,"Chalk Dudleya
 
 Siempreviva
 
 Dudleya pulverulenta",Painting,"This plant grows on southern California’s coastal slopes and rocky cliffs, where hummingbirds sip nectar from its tubular red flowers in spring.
 
 Esta planta crece sobre las laderas y acantilados rocosos del sur de California, donde los colibríes sorben el néctar de sus cilíndricas flores rojas en primavera."
,,Herbarium sheet,"A cabbage-sized rosette of thick, succulent leaves allows this plant to store water for the dry season.
 
 Una roseta del tamaño de un repollo de hojas gruesas y suculentas le permite a esta planta almacenar agua para la temporada seca."
,,Living plant,"Chalk Dudleya gets its name from a chalky “wax” that coats its leaves and flower stalks, helping prevent water evaporation.
 
 La siempreviva recibe su nombre botánico en inglés de una “cera” como polvo de gis que cubre sus hojas y los tallos de sus flores, lo cual ayuda a evitar la evaporación del agua."
16,"Purple Needlegrass
 
 Hierba aguja
 
 Stipa pulchra",Painting,"Did you know that California has an official state grass? It’s Purple Needlegrass. Tolerant of drought and heat, this native species grows from the Oregon border all the way to northern Baja California.
 
 ¿Sabías que California tiene un pasto estatal oficial? Es la hierba aguja. Esta especie nativa tolera las sequías y el calor y crece desde el límite de Oregon hasta el norte de Baja California."
,,Herbarium sheet,"This specimen was collected from an area where non-native, invasive grasses have replaced much of the original habitat. Specimens such as this one are evidence that a native plant once grew in an area even if that place has been altered.
 
 Este espécimen fue recogido en un área donde pastos no-nativos e invasivos han desplazado a gran parte del hábitat original. Especímenes tales como éste son prueba de que una planta nativa alguna vez creció en una zona, aun si ese lugar ha sido alterado."
,,Living plant,"Purple Needlegrass was once one of California’s most common grassland plants. Non-native, invasive grasses have now replaced much of its habitat.
 
 La hierba aguja alguna vez fue una de las plantas de pastizales más comunes de California. Los pastos no-nativos e invasivos ya han sustituido gran parte de su hábitat."
17,"Black Sage
 
 Salvia negra
 
 Salvia mellifera",Painting,"Many different types of plants grow in California’s coastal sage scrub. But the habitat gets its name—and its delightful fragrance—from the various sages, such as Black Sage, that are found there.
 
 Muchos tipos de plantas diferentes crecen en el matorral costero de salvia de California. Pero el hábitat recibe su nombre—y su deliciosa fragancia—de la variedad de salvias, tales como la salvia negra, que se encuentran allí."
,,Herbarium sheet,"There are many different California sages, but their flowers are one of the features that make them distinct. By collecting specimens when plants are in flower, scientists preserve important features that show differences among closely related plants.
 
 Hay muchas salvias californianas, pero sus flores son uno de los rasgos que las hacen distintivas. Al recolectar los especímenes cuando las plantas están en flor, los científicos preservan características importantes que muestran las diferencias entre plantas estrechamente emparentadas."
,,Living plant,"Black Sage flowers are a big draw for bees, including honeybees. Black Sage honey is one of the most fragrant California honeys.
 
 Las flores de la salvia negra ejercen una gran atracción sobre las abejas, incluyendo las abejas melíferas. La miel de la salvia negra es una de las mieles más fragantes de California."
18,"Chia
 
 Chía
 
 Salvia columbariae",Painting,"Clusters of small flowers grow one above the other on long stems, bringing vivid flashes of purple and blue to California’s coastal slopes.
 
 Grupos de pequeñas flores crecen uno encima de otro sobre largos tallos, produciendo destellos de púrpura y azul en las laderas de la costa de California."
,,Herbarium sheet,"Chia is a sage, related to the sage used in your kitchen. Chia belongs in the kitchen, too: its seeds are edible.
 
 La chía es una salvia, emparentada con la salvia que se usa en tu cocina. La chía debiera estar también en la cocina, ya que sus semillas son comestibles."
,,Living plant,"Spiky purple structures called bracts hold a Chia plant’s nutritious seeds. If you grow Chia in your garden, harvest the seeds by drying and crushing the bracts.
 
 Espinosas estructuras púrpuras llamadas brácteas sostienen las nutritivas semillas de una planta de chía. Si cultivas la chía en tu jardín, cosecha las semillas dejando secar y desmenuzando las brácteas."
19,"Cleveland Sage
 
 Salvia de Cleveland
 
 Salvia clevelandii",Painting,"Vivid blue blooms top stalks of aromatic, velvety leaves. Sage flowers are a favorite of southern California hummingbirds.
 
 Vívidas flores azules coronan tallos de hojas aromáticas y aterciopeladas. Las flores de salvia son unas de las favoritas de los colibríes del sur de California."
,,Herbarium sheet,"This native local sage is named for Daniel Cleveland, a plant collector who was a founder of the San Diego Society of Natural History, which created the San Diego Natural History Museum.
 
 Esta salvia local nativa está nombrada en honor a Daniel Cleveland, un coleccionista de plantas que fue uno de los fundadores de la Sociedad de Historia Natural de San Diego, la cual creó el Museo de Historia Natural de San Diego."
,,Living plant,"Not every sage is edible, but the fragrant, silvery leaves and purple-blue flowers of Cleveland Sage can be used, fresh or dried, in your kitchen.
 
 No todas las salvias son comestibles, pero las fragantes, plateadas hojas y flores azul-púrpura de la salvia de Cleveland pueden usarse, frescas o secas, en tu cocina."
20,"Miniature Lupine
 
 Altramuz miniatura
 
 Lupinus bicolor",Painting,"Violet or blue below and white or pale purple above, these bi-colored blooms appear in spring from southern California’s coast to the mountains.
 
 Violetas o azules abajo y blancas o púrpura pálido arriba, estas flores bi-color aparecen en la primavera desde la costa del sur de California hasta las montañas."
,,Herbarium sheet,"Lupine seeds are enclosed in pods. After the pods ripen, the seeds rattle inside when shaken.
 
 Las semillas del altramuz están encapsuladas en vainas. Después que las vainas maduran, las semillas cascabelean adentro cuando se las sacude."
,,Living plant,"The tiny hairs covering this lupine’s leaves and seedpods reflect excess sunlight and hold moisture near the plant’s surface so that it doesn’t dry out.
 
 Los pequeños vellos que cubren las hojas y las vainas de este altramuz reflejan la excesiva luz solar y retienen la humedad cerca de la superficie de la planta para que no se reseque."
21,"Mission Manzanita
 
 Madroño
 
 Xylococcus bicolor",Painting,"With their small urn-shaped flowers and smooth, reddish bark, manzanitas are among the most distinctive plants of southern California’s coastal slopes.
 
 Con sus pequeñas flores en forma de urna y corteza lisa y rojiza, el madroño se encuentra entre las plantas más distintivas de las laderas de la costa del sur de California."
,,Herbarium sheet,"Stiff, leathery leaves don’t wither during a drought the way softer leaves do. Manzanitas can survive for months without rain.
 
 Las hojas rígidas y correosas no se marchitan durante una sequía como sucede con hojas más blandas. El madroño puede sobrevivir durante meses sin lluvia."
,,Living plant,"Small, hard, berry-like fruits are an important summer food source for wildlife.
 
 Pequeños y duros frutos en forma de baya constituyen una importante fuente de alimento para la fauna salvaje en el verano."
22,"Chaparral Candle
 
 Lechuguilla
 
 Hesperoyucca whipplei",Painting,"Eight-foot-tall stalks topped with dense clusters of flowers tower above southern California’s coastal slopes in spring, when Chaparral Candle blooms.
 
 Tallos de ocho pies de altura coronados con grupos de flores se destacan sobre las laderas de la costa del sur de California en la primavera, cuando florece la lechuguilla."
,,Herbarium sheet,"This specimen shows the plant’s fruits (left), flowers, and one of its long, pointed leaves (folded to fit on the page). Earlier Californians used the tough leaf fibers to make cord for sewing and tying.
 
 Este espécimen muestra los frutos de la planta (izquierda), flores, y una de sus largas y puntiagudas hojas (doblada para caber dentro de la página). Los primeros californianos usaban las resistentes fibras de las hojas para hacer cuerda que usaban para la costura y para atar."
,,Living plant,"When this plant reaches maturity, at about seven years of age, it sends up a giant stalk that produces hundreds of flowers. After blooming just once, the plant dies.
 
 Cuando esta planta llega a la madurez, como a los siete años, se yergue un gigantesco tallo que produce cientos de flores. Después de florecer una sola vez, la planta muere."
23,"Saltgrass
 
 Zacate salado
 
 Distichlis spicata",Painting,"If you visit Torrey Pines State Natural Reserve and wander from the bluffs down to the shore, you might see Saltgrass growing near the salt marsh.
 
 Si visitas la Reserva Natural Estatal Torrey Pines y caminas desde los acantilados hasta la orilla del mar, es posible que veas el zacate salado creciendo cerca de la marisma salada."
,,Herbarium sheet,"The Latin name spicata, meaning “arranged in spikes,” describes the way this plant’s flowers grow like clusters of tiny spikes on the ends of long stems.
 
 El nombre spicata en latín significa “ordenado en espigas”, y describe cómo crecen las flores de esta planta en grupos de pequeñas espigas sobre largos tallos."
,,Living plant,"It isn’t easy for a plant to grow in sand, but Saltgrass does. Its roots form dense clumps that anchor the plant to unstable soil.
 
 No es fácil para una planta crecer en la arena, pero el zacate salado puede. Sus raíces forman densos macizos que sujetan la planta al inestable suelo."
24,"California Buckwheat
 
 Maderista
 
 Eriogonum fasciculatum var. foliolosum",Painting,"California Buckwheat’s flowers change with the seasons. White when they appear in spring, they turn pink in summer and then rust-colored in fall as the fruits inside mature.
 
 Las flores de la maderista cambian con las estaciones. Son blancas cuando aparecen en la primavera; se tornan rosadas en el verano y luego de color herrumbre en el otoño al madurar los frutos internos."
,,Herbarium sheet,"More than 125 species of wild buckwheat (Eriogonum) grow in California. Studying specimens such as this one helps scientists understand differences among closely related plants.
 
 Crecen más de 125 especies de maderista (Eriogonum) en California. Estudiar especímenes como éste les ayuda a los científicos a entender las diferencias entre plantas estrechamente relacionadas."
,,Living plant,"Other plants might have more eye-catching flowers, but a single California Buckwheat shrub can have hundreds of blooms. This plant is a favorite of bees and butterflies.
 
 Otras plantas podrán tener flores más vistosas, pero un solo arbusto de maderista puede tener cientos de flores. Esta planta es una de las favoritas de las abejas y las mariposas."
25,"Bush Monkey Flower
 
 Flor mono
 
 Diplacus longiflorus",Painting,"This plant belongs to a larger group of plants called Monkey Flowers. Some species in this group have flowers that resemble a monkey’s grinning face. This species does not, but that’s where its name comes from.
 
 Esta planta pertenece a un grupo más grande de plantas llamadas flores mono. Algunas especies en este grupo tienen flores que se asemejan a la cara de un mono risueño. No es el caso de esta especie, pero es de ahí que recibe el nombre."
,,Herbarium sheet,"On the specimen label, this plant is identified with a different name, Mimulus aurantiacus. It’s the same plant. Scientists might change a plant’s name if they learn new information about how it is related to other plants.
 
 En el rótulo de especímenes, a esta planta se la identifica con un nombre diferente, Mimulus aurantiacus. Es la misma planta. Los científicos pueden cambiar el nombre de una planta si descubren nueva información acerca de la relación de una planta con otras."
,,Living plant,"The white structures sticking out from the center of each flower are its stigmas, which receive the pollen that enables the plant to reproduce. Bush Monkey Flower has touch-sensitive stigmas—if you touch them, they close up.
 
 Las estructuras blancas que sobresalen del centro de cada flor son sus estigmas, los cuales reciben el polen que le permite a la planta reproducirse. La flor mono tiene estigmas sensibles al tacto—si los tocas, se cierran."
26,"Climbing Bush Penstemon
 
 Penstemon trepador
 
 Keckiella cordifolia",Painting,"Climbing Bush Penstemon climbs by putting out a delicate branch and twisting it around a neighboring shrub for support.
 
 El penstemon trepador trepa mediante la proyección de una delicada rama que tuerce alrededor de un arbusto cercano para sostenerse."
,,Herbarium sheet,"This specimen was collected in May, when the plant was flowering. Collecting specimens at different times of year helps scientists understand the life cycles of different plant species.
 
 Este espécimen fue recolectado en mayo, cuando la planta estaba en flor. Recolectar especímenes en diferentes épocas del año ayuda a los científicos a entender los ciclos de vida de las diferentes especies de plantas."
,,Living plant,"These flowers are magnets for hummingbirds, which favor the color red. Hummingbirds also have long beaks that can access nectar deep inside long, tube-shaped blooms.
 
 Estas flores son imanes para los colibríes ya que favorecen el color rojo. Los colibríes también tienen largos picos que pueden acceder al néctar que yace profundamente dentro de largas flores en forma de tubos."
27,"Bladderpod
 
 Ejotillo
 
 Peritoma arborea var. arborea",Painting,"You might see Bladderpod clinging to the cliffs at Torrey Pines State Natural Reserve. This plant can tolerate salty sea spray that most other plants cannot.
 
 Es posible que veas a un ejotillo aferrándose a los acantilados en la Reserva Natural Estatal de Torrey Pines. Esta planta puede tolerar la espuma salada del mar, a diferencia de la mayoría de otras plantas."
,,Herbarium sheet,"Bladderpod gets its name from its fruits that look like inflated pods. When the pods dry, they rattle: the plant’s seeds are inside.
 
 El ejotillo recibe su nombre en inglés de sus frutos que asemejan vainas infladas. Cuando las vainas se secan, cascabelean: adentro están las semillas de la planta."
,,Living plant,"Bladderpod has another name: “Stinkweed.” Its leaves have a strong, unpleasant odor. Ants harvesting the flowers’ nectar don’t mind, but the scent may discourage plant-eating animals.
 
 Las hojas del ejotillo tienen un olor fuerte y desagradable. A las hormigas que cosechan el polen de la planta no les molesta, pero el aroma puede llegar a desalentar a los animales herbívoros."
28,"Western Poison-oak
 
 Hiedra
 
 Toxicodendron diversilobum",Painting,"This notorious plant grows near streams and rivers across California. Its leaves—which turn red in fall—contain oils that can cause a very unpleasant rash if you touch them.
 
 Esta tristemente célebre planta crece cerca de los arroyos y ríos a lo largo de California. Sus hojas, las cuales se tornan rojas en el otoño, contienen aceites que pueden producir una irritación muy incómoda en la piel si las tocas."
,,Herbarium sheet,"Poison-oak is not related to oaks, but its leaves resemble oak leaves in shape. One way to recognize and avoid Poison-oak in summer: look for small greenish or whitish berries.
 
 La hiedra no está relacionada a los robles como lo indica su nombre en inglés, pero la forma de sus hojas se parece a las hojas de un roble. Una forma de reconocerlas y evitarlas en verano: fíjate si tienen bayas verdosas o blanquecinas."
,,Living plant,"“Leaflets of three; let it be.” Learning to identify Poison-oak by its leaf shape can save you from a painful, burning itch.
 
 ""Si ves tres hojas juntas, no toques ni las puntas"". Aprender a identificar a la hiedra por la forma de sus hojas puede salvarte de una comezón dolorosa y quemante."
29,"California Thistle
 
 Cardo californiano
 
 Cirsium occidentale var. californicum",Painting,"Reaching heights of up to four feet with big clusters of pink or lavender flowers, this native thistle grows only in California.
 
 Este cardo nativo crece sólo en California, con grandes grupos de flores color rosa o lavanda, y alcanza alturas de hasta cuatro pies."
,,Herbarium sheet,"Prickly leaves and stems discourage plant-eating animals from feeding on thistles.
 
 Las hojas y los tallos espinosos desalientan a los animales herbívoros de alimentarse del cardo californiano."
,,Living plant,"Many people think of thistles as weeds, but the California Thistle is not invasive. It’s a California native whose flowers are a favorite of bees and hummingbirds.
 
 Mucha gente piensa que los cardos son malezas, pero el cardo californiano no es invasivo. Es una planta nativa de California cuyas flores son unas de las preferidas de las abejas y los colibríes."
30,"Woolly Paintbrush
 
 Garañona
 
 Castilleja foliolosa",Painting,"There are around 200 species of “paintbrushes,” a group of plants that resemble brushes dipped in paint. Woolly Paintbrush is distinct for its fuzzy stems and leaves.
 
 Hay alrededor de doscientas especies de garañonas, un grupo de plantas que se asemejan a pinceles remojados en pintura. La garañona se distingue por sus tallos y hojas velludas."
,,Herbarium sheet,"Woolly Paintbrush grows almost exclusively in California. When scientists collect a plant specimen, they document exactly where it was found. Plant collections deepen our understanding of which species grow where.
 
 La garañona crece casi exclusivamente en California. Cuando los científicos recolectan un espécimen de planta, documentan exactamente dónde fue encontrado. Las colecciones de plantas profundizan nuestra comprensión acerca de cuáles especies crecen en determinados lugares."
,,Living plant,"When you see Woolly Paintbrush, you almost always see other plants growing close by. Indian Paintbrush is partially parasitic: it taps into the roots of other plants for extra water and nutrients.
 
 Cuando veas a una garañona, casi siempre se pueden ver otras plantas que crecen cerca. La garañona es parcialmente parasitaria: se aprovecha de las raíces de otras plantas para obtener agua y nutrientes adicionales."